Channel ID,Username,Public Name,Videos,Monetize Uploads,View Revenue,Copyright Strikes,Linked Date,Views,Subscribers,Default Channel,In Partner Program,Is Terminated,Is Closed
UCy1iIf8Nd9E0Fs9L7A6Y3Jg,,Calgary Sun,3885,Yes,Yes,0,2018-01-18T06:55:58-08:00,64010,77,No,No,No,No
